[c23] PUT,133
[c82] PUT,138
[c55] PUT,151
[c3] PUT,172
[c31] PUT,192
[c26] PUT,203
[c96] PUT,283
[c27] PUT,295
[c18] PUT,330
[c45] PUT,336
[c13] PUT,342
[c11] PUT,346
[c90] PUT,374
[c72] PUT,431
[c89] PUT,431
[c83] PUT,442
[c59] PUT,485
[c54] PUT,498
[c6] PUT,509
[c56] PUT,517
[c73] PUT,530
[c78] PUT,537
[c24] PUT,616
[c29] PUT,666
[c12] PUT,672
[c37] PUT,702
[c62] PUT,702
[c41] PUT,733
[c92] PUT,741
[c33] PUT,754
[c36] PUT,784
[c67] PUT,784
[c99] PUT,819
[c97] PUT,828
[c68] PUT,871
[c30] PUT,877
[c20] PUT,920
[c98] PUT,915
[c91] PUT,965
[c47] PUT,978
[c58] PUT,978
[c93] PUT,986
[c81] PUT,996
[c100] PUT,1015
[c21] PUT,1073
[c61] PUT,1078
[c63] PUT,1127
[c84] PUT,1205
[c22] PUT,1219
[c40] PUT,1310
[c2] PUT,1327
[c50] PUT,1341
[c43] PUT,1364
[c4] PUT,1367
[c57] PUT,1467
[c60] PUT,1502
[c14] PUT,1551
[c7] PUT,1555
[c94] PUT,1570
[c53] PUT,1579
[c71] PUT,1621
[c9] PUT,1645
[c8] PUT,1728
[c42] PUT,1736
[c52] PUT,1742
[c46] PUT,1812
[c85] PUT,1836
[c44] PUT,1866
[c76] PUT,1886
[c32] PUT,1916
[c69] PUT,1934
[c35] PUT,1964
[c38] PUT,1970
[c86] PUT,2118
[c65] PUT,2318
[c70] PUT,2327
[c87] PUT,2350
[c34] PUT,2621
[c95] PUT,2627
[c75] PUT,2821
[c66] PUT,2825
[c15] PUT,2988
[c5] PUT,3062
[c16] PUT,3084
[c25] PUT,3142
[c17] PUT,3189
[c1] PUT,3328
[c77] PUT,3342
[c49] PUT,3458
[c19] PUT,3553
[c28] PUT,3606
[c80] PUT,3694
[c51] PUT,3774
[c88] PUT,3822
[c79] PUT,3992
[c74] PUT,4024
