configuration,5ms_avg,10ms_avg,20ms_avg,40ms_avg,60ms_avg
1R_1W_3N,21.13131313131313,37.54081632653061,79.79166666666667,144.46938775510205,205.9591836734694
1R_2W_3N,64.8659793814433,95.30927835051547,206.6701030927835,428.7040816326531,641.0510204081633
1R_3W_3N,149.4742268041237,308.4479166666667,621.2708333333334,1037.2755102040817,1507.3684210526317
