"c24,13,51,175,97,67"
"c52,13,45,223,294,130"
"c73,14,53,41,258,247"
"c6,19,33,146,140,214"
"c45,18,48,129,112,258"
"c58,17,30,48,159,390"
"c78,16,22,77,80,283"
"c31,20,183,31,245,327"
"c71,17,28,206,79,140"
"c59,21,74,248,138,127"
"c54,21,39,142,119,83"
"c29,27,66,102,203,373"
"c23,28,35,111,110,44"
"c22,28,110,88,407,666"
"c96,22,24,186,191,89"
"c89,24,67,115,80,259"
"c72,27,85,252,410,253"
"c57,29,57,96,259,214"
"c3,32,21,184,171,342"
"c92,28,39,249,195,665"
"c44,32,106,199,254,442"
"c11,35,154,129,549,581"
"c97,28,43,142,259,499"
"c99,29,34,43,150,243"
"c14,37,48,220,296,289"
"c90,31,104,150,308,483"
"c13,39,55,33,87,199"
"c18,40,39,57,170,126"
"c84,36,87,75,241,415"
"c83,36,56,154,214,306"
"c21,42,175,279,319,663"
"c37,40,74,113,297,214"
"c26,43,60,94,113,339"
"c81,40,45,227,455,761"
"c55,42,98,197,328,732"
"c17,45,151,450,954,598"
"c63,43,76,207,391,463"
"c27,47,41,124,99,348"
"c12,48,62,417,169,147"
"c53,46,63,172,341,546"
"c41,48,66,73,398,166"
"c38,48,104,189,323,195"
"c28,50,107,301,336,532"
"c36,50,49,273,346,520"
"c60,50,96,85,192,296"
"c9,54,42,110,275,230"
"c33,56,99,191,249,278"
"c94,52,42,265,211,350"
"c67,55,123,395,404,864"
"c69,55,94,220,428,376"
"c82,54,45,85,334,286"
"c61,56,207,146,217,295"
"c74,55,225,488,589,939"
"c30,62,63,135,232,179"
"c32,62,96,296,361,425"
"c5,65,124,107,662,1043"
"c20,65,160,299,676,653"
"c4,65,99,205,479,472"
"c51,62,260,369,585,838"
"c80,60,236,196,228,1440"
"c47,67,92,229,459,559"
"c43,70,67,326,223,546"
"c2,74,62,384,410,583"
"c93,69,102,358,277,371"
"c35,76,125,270,809,1058"
"c49,77,151,236,666,852"
"c75,75,62,299,648,837"
"c98,75,121,481,611,621"
"c77,78,186,463,885,717"
"c15,84,119,281,468,791"
"c76,81,143,431,410,745"
"c62,83,19,282,164,526"
"c50,85,95,383,513,492"
"c86,88,153,404,492,778"
"c8,95,260,271,489,1345"
"c7,95,117,142,544,1010"
"c100,89,156,398,469,1193"
"c1,101,156,443,686,1061"
"c79,95,286,449,758,644"
"c56,100,84,490,384,1119"
"c34,103,285,305,585,728"
"c70,101,135,253,572,778"
"c91,101,103,340,212,351"
"c85,101,73,251,536,675"
"c68,104,267,434,741,1490"
"c16,109,162,314,718,755"
"c66,105,117,429,418,1304"
"c46,108,140,173,486,1226"
"c65,107,126,245,268,1352"
"c25,115,228,375,436,1139"
"c87,111,127,402,539,781"
"c95,112,313,388,765,789"
"c42,118,109,209,440,173"
"c19,122,299,113,624,424"
"c40,120,182,288,758,447"
"c88,119,213,395,568,1464"
