"c45,8,29,60,34,112"
"c26,10,15,14,73,34"
"c23,9,17,52,25,78"
"c27,10,16,59,202,352"
"c3,11,23,32,42,214"
"c78,6,9,35,93,130"
"c97,5,19,128,149,221"
"c41,10,10,40,96,125"
"c29,11,15,25,225,50"
"c57,9,27,121,70,84"
"c13,13,27,63,263,195"
"c92,7,13,63,26,117"
"c99,6,8,78,68,87"
"c77,9,70,41,87,333"
"c89,8,70,22,144,72"
"c62,10,6,44,150,77"
"c9,15,43,86,303,338"
"c73,10,11,30,48,41"
"c58,12,9,20,52,248"
"c59,12,14,63,84,54"
"c12,15,10,59,56,48"
"c82,10,16,23,90,59"
"c83,10,7,15,207,122"
"c54,13,10,33,68,226"
"c100,10,57,186,159,223"
"c8,17,35,53,152,582"
"c32,16,20,42,93,247"
"c53,14,50,105,130,250"
"c56,14,55,52,260,270"
"c68,13,42,65,144,532"
"c71,13,22,65,42,123"
"c52,15,26,46,43,119"
"c88,12,39,103,191,312"
"c31,18,42,57,64,53"
"c87,13,106,51,230,148"
"c44,17,44,55,128,93"
"c63,15,22,39,176,233"
"c24,19,17,29,202,196"
"c19,19,38,143,71,106"
"c1,20,21,82,99,155"
"c67,16,62,82,167,268"
"c6,21,45,65,188,106"
"c47,19,35,143,68,716"
"c76,16,40,174,456,191"
"c84,15,83,120,137,168"
"c50,19,39,47,119,158"
"c79,17,30,134,77,190"
"c75,17,61,51,160,83"
"c55,19,27,58,55,344"
"c60,18,67,44,235,420"
"c20,22,56,74,90,83"
"c72,18,41,22,93,35"
"c36,21,31,161,85,267"
"c18,23,35,44,43,300"
"c98,17,21,100,142,157"
"c43,22,55,82,163,253"
"c38,23,34,77,93,236"
"c70,21,46,53,78,244"
"c42,23,63,51,107,204"
"c61,21,54,89,177,140"
"c35,24,31,16,123,247"
"c5,26,50,45,152,58"
"c94,19,53,50,122,324"
"c28,26,74,77,93,100"
"c40,25,28,83,135,210"
"c30,26,69,66,85,207"
"c65,24,48,84,476,275"
"c69,24,36,112,348,176"
"c85,23,76,116,231,178"
"c49,27,35,151,189,135"
"c96,23,7,23,82,108"
"c74,25,67,190,90,147"
"c91,24,22,129,293,465"
"c14,31,27,93,132,366"
"c37,29,59,122,285,179"
"c25,31,37,46,148,239"
"c80,26,22,152,146,653"
"c16,33,42,84,160,559"
"c34,32,50,53,170,110"
"c11,33,41,43,117,92"
"c7,34,49,143,136,346"
"c66,30,64,90,206,479"
"c22,35,21,62,105,327"
"c90,30,36,120,188,166"
"c46,34,45,57,171,203"
"c4,36,38,59,277,126"
"c81,32,21,40,128,221"
"c17,37,20,45,189,231"
"c2,38,56,37,127,105"
"c86,34,26,188,225,329"
"c15,43,18,42,193,67"
"c33,42,44,111,173,381"
"c51,44,59,109,200,198"
"c95,42,27,86,329,241"
"c21,50,38,129,277,81"
"c93,45,28,41,68,192"
