
[c12] PUT,22
[c71] PUT,20
[c57] PUT,23
[c3] PUT,32
[c96] PUT,28
[c27] PUT,34
[c54] PUT,32
[c58] PUT,33
[c89] PUT,31
[c97] PUT,35
[c45] PUT,42
[c22] PUT,48
[c6] PUT,49
[c18] PUT,49
[c11] PUT,53
[c61] PUT,50
[c30] PUT,54
[c24] PUT,56
[c23] PUT,57
[c62] PUT,55
[c10] PUT,62
[c73] PUT,60
[c99] PUT,60
[c78] PUT,63
[c31] PUT,71
[c41] PUT,71
[c26] PUT,78
[c9] PUT,80
[c37] PUT,81
[c29] PUT,82
[c68] PUT,83
[c32] PUT,88
[c90] PUT,83
[c21] PUT,89
[c84] PUT,86
[c72] PUT,88
[c13] PUT,99
[c59] PUT,97
[c47] PUT,100
[c34] PUT,102
[c55] PUT,100
[c82] PUT,100
[c91] PUT,102
[c69] PUT,106
[c20] PUT,119
[c53] PUT,115
[c94] PUT,114
[c60] PUT,117
[c83] PUT,117
[c36] PUT,121
[c92] PUT,118
[c79] PUT,121
[c14] PUT,129
[c81] PUT,125
[c52] PUT,128
[c4] PUT,136
[c42] PUT,146
[c38] PUT,146
[c100] PUT,143
[c77] PUT,150
[c44] PUT,154
[c63] PUT,156
[c70] PUT,156
[c50] PUT,159
[c28] PUT,170
[c33] PUT,175
[c75] PUT,172
[c2] PUT,188
[c88] PUT,182
[c5] PUT,196
[c40] PUT,199
[c43] PUT,200
[c85] PUT,203
[c93] PUT,204
[c15] PUT,217
[c25] PUT,219
[c80] PUT,228
[c76] PUT,243
[c65] PUT,251
[c87] PUT,251
[c19] PUT,258
[c74] PUT,259
[c7] PUT,278
[c67] PUT,274
[c95] PUT,275
[c1] PUT,291
[c46] PUT,290
[c17] PUT,312
[c98] PUT,310
[c16] PUT,328
[c35] PUT,326
[c48] PUT,344
[c86] PUT,344
[c56] PUT,352
[c49] PUT,355
[c51] PUT,363
[c66] PUT,368
[c8] PUT,392
