[c71] PUT,24
[c15] PUT,34
[c57] PUT,31
[c83] PUT,34
[c89] PUT,33
[c31] PUT,44
[c26] PUT,51
[c27] PUT,60
[c58] PUT,57
[c45] PUT,65
[c96] PUT,64
[c99] PUT,68
[c54] PUT,80
[c23] PUT,91
[c19] PUT,93
[c41] PUT,98
[c78] PUT,95
[c61] PUT,97
[c11] PUT,110
[c72] PUT,110
[c24] PUT,120
[c47] PUT,117
[c3] PUT,124
[c55] PUT,124
[c29] PUT,133
[c56] PUT,142
[c9] PUT,149
[c59] PUT,144
[c18] PUT,149
[c36] PUT,152
[c91] PUT,147
[c6] PUT,155
[c69] PUT,155
[c97] PUT,161
[c37] PUT,169
[c62] PUT,173
[c73] PUT,183
[c90] PUT,188
[c14] PUT,202
[c84] PUT,202
[c2] PUT,211
[c22] PUT,220
[c30] PUT,224
[c34] PUT,224
[c13] PUT,225
[c35] PUT,237
[c53] PUT,236
[c43] PUT,247
[c44] PUT,249
[c52] PUT,250
[c60] PUT,249
[c25] PUT,260
[c63] PUT,261
[c21] PUT,271
[c92] PUT,281
[c4] PUT,293
[c95] PUT,293
[c50] PUT,312
[c32] PUT,317
[c5] PUT,322
[c94] PUT,328
[c42] PUT,346
[c17] PUT,350
[c46] PUT,352
[c82] PUT,353
[c38] PUT,358
[c33] PUT,364
[c93] PUT,360
[c77] PUT,369
[c81] PUT,402
[c20] PUT,415
[c100] PUT,413
[c80] PUT,457
[c12] PUT,465
[c85] PUT,481
[c66] PUT,490
[c49] PUT,505
[c74] PUT,519
[c40] PUT,537
[c75] PUT,545
[c65] PUT,574
[c79] PUT,576
[c76] PUT,578
[c8] PUT,599
[c1] PUT,603
[c67] PUT,625
[c70] PUT,636
[c88] PUT,647
[c64] PUT,658
[c86] PUT,658
[c68] PUT,703
[c16] PUT,715
[c87] PUT,741
[c28] PUT,767
[c7] PUT,817
[c98] PUT,835
[c51] PUT,884
