"c57,23,31,99,272,1467"
"c3,32,124,151,306,172"
"c27,34,60,293,297,295"
"c54,32,80,60,176,498"
"c58,33,57,72,147,978"
"c89,31,33,227,282,431"
"c97,35,161,134,181,828"
"c45,42,65,93,185,336"
"c6,49,155,126,368,509"
"c18,49,149,147,387,330"
"c11,53,110,690,390,346"
"c61,50,97,472,1671,1078"
"c30,54,224,388,833,877"
"c24,56,120,124,608,616"
"c62,55,173,114,189,702"
"c73,60,183,384,92,530"
"c99,60,68,279,442,819"
"c78,63,95,251,253,537"
"c31,71,44,157,846,192"
"c41,71,98,290,163,733"
"c26,78,51,330,236,203"
"c9,80,149,329,858,1645"
"c37,81,169,390,595,702"
"c29,82,133,115,560,666"
"c68,83,703,791,2215,871"
"c32,88,317,795,1178,1916"
"c90,83,188,370,686,374"
"c21,89,271,405,911,1073"
"c84,86,202,407,795,1205"
"c72,88,110,84,344,431"
"c13,99,225,430,705,342"
"c59,97,144,212,151,485"
"c47,100,117,405,400,978"
"c34,102,224,446,1418,2621"
"c55,100,124,192,740,151"
"c82,100,353,190,758,138"
"c91,102,147,1151,1243,965"
"c69,106,155,242,1165,1934"
"c20,119,415,581,639,920"
"c53,115,236,620,927,1579"
"c94,114,328,179,621,1570"
"c60,117,249,170,786,1502"
"c83,117,34,236,666,442"
"c36,121,152,482,904,784"
"c92,118,281,398,572,741"
"c79,121,576,1253,2131,3992"
"c14,129,202,467,654,1551"
"c81,125,402,479,1063,996"
"c52,128,250,633,439,1742"
"c4,136,293,450,460,1367"
"c42,146,346,506,1382,1736"
"c38,146,358,197,938,1970"
"c100,143,413,270,1976,1015"
"c77,150,369,1574,749,3342"
"c44,154,249,399,380,1866"
"c63,156,261,540,1008,1127"
"c70,156,636,703,1332,2327"
"c50,159,312,976,920,1341"
"c28,170,767,1259,2308,3606"
"c33,175,364,262,891,754"
"c75,172,545,898,1515,2821"
"c2,188,211,868,1322,1327"
"c88,182,647,1215,2644,3822"
"c5,196,322,1096,1589,3062"
"c40,199,537,891,1700,1310"
"c43,200,247,611,772,1364"
"c85,203,481,874,1517,1836"
"c93,204,360,310,1027,986"
"c15,217,34,733,771,2988"
"c25,219,260,434,2053,3142"
"c80,228,457,325,1512,3694"
"c76,243,578,1306,857,1886"
"c65,251,574,761,2667,2318"
"c87,251,741,1061,1177,2350"
"c19,258,93,1659,2819,3553"
"c74,259,519,1611,2171,4024"
"c7,278,817,1600,1709,1555"
"c67,274,625,969,1795,784"
"c95,275,293,1163,526,2627"
"c1,291,603,1442,2477,3328"
"c46,290,352,1738,1111,1812"
"c17,312,350,1520,1375,3189"
"c98,310,835,504,1965,915"
"c16,328,715,1578,1574,3084"
"c35,326,237,320,2076,1964"
"c86,344,658,1165,2255,2118"
"c56,352,142,1160,2782,517"
"c49,355,505,1358,1833,3458"
"c51,363,884,1700,1219,3774"
"c66,368,490,1355,1695,2825"
"c8,392,599,996,313,1728"
