"c72,4,16,36,211,120"
"c3,9,19,18,58,61"
"c97,4,25,62,115,110"
"c18,10,45,73,69,31"
"c54,8,27,60,39,388"
"c12,11,26,60,64,165"
"c96,5,57,65,95,20"
"c78,6,13,86,64,141"
"c59,8,7,113,86,95"
"c92,7,25,28,128,57"
"c22,13,27,26,113,33"
"c82,9,33,61,50,39"
"c93,8,18,37,120,136"
"c57,11,49,25,146,38"
"c4,15,32,95,284,251"
"c89,10,6,91,15,53"
"c99,9,12,21,16,244"
"c83,11,46,64,92,93"
"c23,16,25,45,24,72"
"c74,13,31,36,99,125"
"c75,13,35,46,295,469"
"c26,18,17,37,101,437"
"c44,17,33,52,201,314"
"c41,17,11,31,99,73"
"c27,18,16,79,17,104"
"c16,18,47,96,118,306"
"c29,18,12,76,136,118"
"c32,19,37,85,79,154"
"c46,17,50,53,81,483"
"c61,16,18,54,123,301"
"c31,19,39,44,112,140"
"c63,15,30,94,242,138"
"c71,15,3,71,165,46"
"c2,19,60,89,141,256"
"c100,13,46,212,161,189"
"c86,15,38,125,127,430"
"c19,20,76,105,175,434"
"c81,15,21,22,82,297"
"c37,19,52,80,150,614"
"c24,20,46,33,127,57"
"c5,20,64,109,122,410"
"c62,17,7,41,66,36"
"c66,17,27,123,105,241"
"c90,16,24,78,214,439"
"c60,18,22,49,220,255"
"c35,20,44,109,168,594"
"c25,22,47,56,260,159"
"c80,17,32,53,154,226"
"c51,20,44,91,215,149"
"c42,22,61,87,158,292"
"c69,19,20,73,157,228"
"c49,21,33,102,217,570"
"c70,20,68,44,49,239"
"c36,23,55,142,235,242"
"c9,24,38,102,264,129"
"c20,24,55,98,88,319"
"c14,24,36,73,333,140"
"c84,19,30,75,143,163"
"c91,20,41,95,55,318"
"c53,23,115,144,78,53"
"c94,19,33,134,272,302"
"c65,22,22,141,173,141"
"c11,26,13,21,137,88"
"c55,23,36,109,310,151"
"c52,25,16,13,177,50"
"c85,23,34,71,189,189"
"c34,27,73,102,160,179"
"c50,27,51,76,122,100"
"c43,28,79,91,100,537"
"c40,28,33,86,72,171"
"c38,28,69,57,157,136"
"c15,29,50,143,89,157"
"c58,26,48,30,167,82"
"c79,24,19,88,81,333"
"c77,25,53,121,86,140"
"c28,30,42,101,118,100"
"c88,25,60,100,151,479"
"c95,24,76,171,127,175"
"c76,26,46,81,331,138"
"c17,31,30,119,141,334"
"c45,31,25,79,179,96"
"c13,33,9,31,67,92"
"c67,30,50,196,62,486"
"c8,34,40,73,154,176"
"c73,30,29,34,355,68"
"c98,29,41,27,206,545"
"c1,36,37,40,213,135"
"c87,33,30,62,176,172"
"c30,38,69,99,187,88"
"c33,42,85,110,224,188"
"c68,39,63,84,190,125"
"c56,45,35,95,132,263"
"c21,50,38,198,200,122"
"c7,51,31,186,186,303"
"c47,55,26,86,170,176"
