[c33]GET,4
[c13]GET,8
[c9]GET,8
[c25]GET,7
[c37]GET,8
[c24]GET,10
[c11]GET,13
[c51]GET,11
[c26]GET,14
[c1]GET,18
[c69]GET,15
[c2]GET,21
[c35]GET,19
[c41]GET,20
[c70]GET,22
[c56]GET,24
[c63]GET,23
[c47]GET,25
[c71]GET,27
[c58]GET,29
[c28]GET,32
[c65]GET,31
[c78]GET,30
[c75]GET,31
[c16]GET,36
[c77]GET,31
[c14]GET,38
[c19]GET,37
[c87]GET,34
[c30]GET,43
[c36]GET,42
[c43]GET,43
[c3]GET,48
[c61]GET,45
[c32]GET,52
[c54]GET,53
[c86]GET,55
[c12]GET,62
[c27]GET,64
[c91]GET,59
[c82]GET,65
[c46]GET,69
[c15]GET,72
[c5]GET,73
[c52]GET,70
[c8]GET,78
[c39]GET,77
[c44]GET,81
[c17]GET,83
[c67]GET,80
[c48]GET,83
[c60]GET,86
[c62]GET,87
[c31]GET,91
[c23]GET,94
[c7]GET,96
[c38]GET,96
[c42]GET,97
[c85]GET,95
[c20]GET,100
[c10]GET,101
[c76]GET,97
[c6]GET,112
[c79]GET,108
[c50]GET,112
[c72]GET,114
[c40]GET,117
[c53]GET,119
[c49]GET,119
[c93]GET,117
[c96]GET,119
[c55]GET,123
[c57]GET,128
[c80]GET,128
[c89]GET,128
[c88]GET,130
[c94]GET,131
[c74]GET,136
[c73]GET,138
[c98]GET,138
[c95]GET,139
[c99]GET,140
[c4]GET,148
[c81]GET,143
[c68]GET,148
[c90]GET,147
[c22]GET,155
[c100]GET,150
[c84]GET,154
[c66]GET,155
[c92]GET,159
[c59]GET,162
