[c2]GET,7
[c1]GET,10
[c14]GET,8
[c17]GET,9
[c11]GET,11
[c5]GET,13
[c33]GET,9
[c43]GET,8
[c9]GET,13
[c7]GET,13
[c44]GET,10
[c64]GET,9
[c76]GET,9
[c54]GET,16
[c32]GET,19
[c18]GET,22
[c26]GET,22
[c3]GET,26
[c19]GET,26
[c47]GET,25
[c49]GET,27
[c15]GET,32
[c51]GET,29
[c65]GET,26
[c61]GET,30
[c60]GET,30
[c31]GET,35
[c12]GET,39
[c79]GET,29
[c56]GET,34
[c83]GET,34
[c97]GET,35
[c28]GET,46
[c13]GET,51
[c23]GET,49
[c30]GET,51
[c21]GET,53
[c24]GET,55
[c4]GET,61
[c50]GET,60
[c38]GET,62
[c25]GET,65
[c35]GET,66
[c22]GET,73
[c46]GET,73
[c57]GET,72
[c45]GET,75
[c16]GET,79
[c69]GET,74
[c74]GET,75
[c55]GET,78
[c98]GET,74
[c58]GET,81
[c81]GET,79
[c20]GET,87
[c96]GET,83
[c90]GET,84
[c37]GET,92
[c27]GET,96
[c73]GET,91
[c89]GET,90
[c48]GET,96
[c53]GET,99
[c95]GET,96
[c8]GET,107
[c62]GET,101
[c78]GET,102
[c85]GET,101
[c82]GET,104
[c34]GET,116
[c93]GET,109
[c72]GET,115
[c68]GET,120
[c94]GET,117
[c63]GET,122
[c92]GET,118
[c99]GET,118
[c88]GET,123
[c75]GET,125
[c52]GET,132
[c67]GET,130
[c84]GET,129
[c80]GET,130
[c71]GET,135
[c87]GET,136
[c86]GET,136
[c100]GET,136
