"c5,8,31,411,337,84"
"c4,14,94,117,382,3779"
"c6,21,153,79,475,512"
"c16,20,133,265,461,974"
"c15,21,42,433,345,458"
"c24,20,502,380,1406,224"
"c35,20,120,455,143,954"
"c55,18,55,283,311,624"
"c26,21,26,136,651,1545"
"c25,31,52,193,619,507"
"c14,40,165,231,724,157"
"c45,37,58,162,58,386"
"c44,37,64,129,45,443"
"c64,37,54,249,1894,2632"
"c75,38,113,278,372,238"
"c54,41,340,515,1538,318"
"c46,46,85,299,184,790"
"c36,47,80,104,482,545"
"c76,43,111,279,48,915"
"c95,47,85,226,138,620"
"c56,56,165,205,351,1444"
"c66,61,56,301,67,885"
"c23,66,647,349,1601,2798"
"c96,64,118,281,286,1176"
"c65,69,61,125,372,427"
"c30,75,225,1067,1019,2193"
"c85,77,63,357,486,658"
"c8,88,603,303,312,914"
"c37,84,405,967,2168,2130"
"c34,94,31,224,281,448"
"c22,100,506,709,165,2273"
"c29,100,203,880,1229,3146"
"c27,105,198,322,957,3914"
"c86,104,164,193,135,1186"
"c67,116,483,828,2146,1428"
"c17,125,518,558,2010,3269"
"c42,124,643,685,1942,3708"
"c74,120,152,123,911,1302"
"c1,134,409,158,2068,3935"
"c39,135,273,428,971,1393"
"c12,140,620,926,1245,936"
"c38,144,377,87,1985,2930"
"c58,151,561,794,2426,3744"
"c69,152,258,832,1898,2941"
"c40,158,610,467,1036,2668"
"c48,159,438,865,1227,3118"
"c2,173,389,940,2160,2032"
"c31,180,602,467,1686,1762"
"c19,181,541,1039,1276,2712"
"c7,184,481,933,1386,3568"
"c89,174,567,848,1280,2728"
"c94,178,32,223,981,809"
"c9,208,553,912,997,2186"
"c84,200,136,207,1671,1250"
"c28,209,317,875,1049,2418"
"c51,208,661,573,1693,3883"
"c93,204,444,976,1435,2949"
"c47,215,201,913,2127,3199"
"c83,212,209,387,1700,872"
"c20,224,396,477,619,3738"
"c79,219,226,904,2211,4155"
"c13,228,528,805,1385,3620"
"c91,219,517,864,2403,3714"
"c68,226,490,956,2087,2877"
"c59,228,228,457,858,4064"
"c92,223,233,587,2219,3252"
"c70,237,398,1007,1282,3890"
"c87,238,326,967,2314,3699"
"c61,247,618,802,1951,3014"
"c62,249,256,574,2431,3819"
"c41,255,471,840,1758,4049"
"c97,247,567,442,894,2330"
"c49,255,404,1033,1386,1387"
"c71,256,451,961,1375,1541"
"c81,256,202,287,1178,2248"
"c32,268,373,719,780,1189"
"c72,267,349,430,1127,1303"
"c3,276,630,786,1595,2162"
"c99,264,335,783,1587,3564"
"c82,268,591,931,607,4174"
"c10,288,464,902,1292,2522"
"c80,279,386,1030,475,577"
"c77,281,604,1052,600,3957"
"c18,294,122,732,1853,3673"
"c90,286,476,374,2249,3026"
"c73,292,587,937,1924,3122"
"c52,299,290,936,1852,3751"
"c53,300,588,636,1593,2280"
"c43,301,245,958,1809,1013"
"c21,309,135,730,1041,3753"
"c78,303,379,953,2330,1655"
"c33,315,452,485,2255,2541"
"c57,315,196,533,672,2984"
"c100,312,618,834,2048,877"
"c11,336,381,582,1520,4019"
"c50,333,531,604,1775,3966"
"c60,339,322,686,1028,2317"
"c98,337,487,794,1477,3919"
"c88,339,203,913,2398,3041"
"c63,350,195,865,761,938"
