[c4]GET,2
[c11]GET,3
[c5]GET,5
[c14]GET,5
[c15]GET,5
[c20]GET,4
[c29]GET,3
[c27]GET,5
[c19]GET,7
[c16]GET,8
[c12]GET,8
[c8]GET,10
[c37]GET,6
[c38]GET,7
[c36]GET,7
[c34]GET,8
[c52]GET,6
[c32]GET,9
[c1]GET,13
[c42]GET,8
[c63]GET,5
[c46]GET,8
[c2]GET,15
[c89]GET,2
[c9]GET,15
[c43]GET,10
[c17]GET,15
[c70]GET,6
[c39]GET,12
[c13]GET,16
[c30]GET,13
[c25]GET,15
[c7]GET,18
[c96]GET,4
[c18]GET,17
[c91]GET,5
[c57]GET,12
[c26]GET,16
[c6]GET,20
[c44]GET,14
[c21]GET,19
[c77]GET,9
[c62]GET,12
[c56]GET,14
[c28]GET,17
[c35]GET,16
[c64]GET,13
[c51]GET,15
[c71]GET,11
[c54]GET,15
[c45]GET,16
[c66]GET,14
[c59]GET,15
[c98]GET,8
[c86]GET,10
[c67]GET,13
[c53]GET,16
[c31]GET,19
[c50]GET,17
[c23]GET,21
[c41]GET,18
[c95]GET,9
[c73]GET,14
[c49]GET,19
[c22]GET,23
[c69]GET,15
[c76]GET,14
[c75]GET,14
[c48]GET,20
[c85]GET,13
[c61]GET,18
[c24]GET,24
[c82]GET,14
[c74]GET,16
[c40]GET,22
[c78]GET,15
[c33]GET,24
[c97]GET,13
[c47]GET,22
[c65]GET,19
[c94]GET,15
[c90]GET,15
[c81]GET,17
[c60]GET,22
[c99]GET,15
[c92]GET,16
[c3]GET,31
[c68]GET,21
[c88]GET,18
[c100]GET,18
[c83]GET,24
